score,type
0.02311997987361838,A
0.8706329108440242,A
-0.05178808326147856,A
0.4902841142616592,A
-0.2963299572068165,A
-0.7060242244310774,A
0.49785692336297627,A
1.453905463490077,A
2.554659992417105,A
0.10641735461345396,A
-0.5524865299090175,A
0.14163904745555053,A
0.19712476170782675,A
1.5169574575675386,A
0.285351305616445,A
2.156123471264409,A
0.3805589942032904,A
0.19130760929089533,A
-0.18446328839414805,A
-0.019044556074599796,A
-1.0474627840228279,A
-0.4073151489015746,A
-1.1454668049335186,A
-1.7779617662998468,A
-1.0603004611403353,A
1.4001469814753174,A
-0.9125930942876413,A
-0.49658224136541734,A
1.7009207760006544,A
0.9500292798139304,A
-0.4045896401945142,A
0.2849000197718688,A
0.15471024399260302,A
0.8725263978829565,A
-1.2686441729997835,A
1.0076777688973293,A
0.27224795039505256,A
-1.6244475430853582,A
-1.2143541636151671,A
1.0832103630880432,A
-0.2728246437525202,A
2.0301037425942408,A
-0.35155964240823334,A
-0.1690052369190052,A
-0.587020779332766,A
0.3472660542083719,A
-0.28649419766433876,A
0.821750704947388,A
-1.8047132670148591,A
-0.5204420325090527,A
-0.41707126866508887,A
0.5057005146033453,A
0.6238287129434377,A
0.30045487222491324,A
0.026024995131735902,A
0.21330283545848325,A
0.2849422312443733,A
-0.6499048993605807,A
0.22917105216214317,A
-0.6878259211921753,A
-0.28454396452432645,A
-0.633781134940941,A
-0.05915930755689393,A
-1.3841006958318853,A
1.0360030285757607,A
-0.9415499502924805,A
2.14397364411584,A
-1.1636410415957292,A
-0.0780065706458698,A
0.30784195460525593,A
0.5294108146276975,A
0.2800520007117028,A
-0.20460138070998757,A
0.009022394886343866,A
-1.0187607812255897,A
-0.905463581832194,A
1.5127576139529815,A
-0.7932945266019112,A
1.6480716215880666,A
-0.43270242028374023,A
-0.3674821772606103,A
-0.2325763056803255,A
-1.6771142286000913,A
0.042309817638603406,A
-1.9403091711906038,A
-0.04617706686623445,A
-0.9130620154440293,A
-0.8704064036693486,A
-1.2313607832221545,A
-0.40456446237391297,A
-0.10500460012299069,A
-0.5320094854727269,A
2.302440062804234,A
1.221594840604427,A
-0.4561122200222868,A
0.4935342866736459,A
-0.4863729670592926,A
-1.5686431866564112,A
1.9814948639258045,A
-0.5681220239188979,A
-1.2433970195032318,A
0.13541357032739648,A
-1.0438896203380303,A
2.359818420822247,A
0.8904063970553112,A
-0.38393280039542116,A
-0.5189507211656893,A
-2.3964165347235458,A
1.368144798761503,A
-0.6560168013192728,A
-0.6197892218801523,A
-1.5753712963089586,A
0.09704851739729013,A
0.7888233932300811,A
-0.6565467837039805,A
0.41832914433477725,A
-0.16903856851669685,A
-0.12761534165002605,A
1.2931559889832085,A
-0.8318383869308262,A
-0.15179066911140576,A
0.8354374355342755,A
-0.7859204584154025,A
0.7123834959905233,A
-0.6939391335032189,A
0.05094510480881771,A
-0.8760217101032868,A
-0.3920630876429231,A
1.2796980431109959,A
-1.0499935011232882,A
0.9239800535507756,A
0.7639609959346014,A
2.198120302121137,A
0.16378403812590006,A
-0.9483448879212691,A
0.36533353856738654,A
-0.33568416405166396,A
0.6784080476678991,A
-0.09756039599887772,A
2.1697115450368085,A
-0.3584774153141439,A
1.0344926561894152,A
-0.310581645242443,A
1.4247384531943712,A
-0.8455280011791367,A
0.4464039047690751,A
-1.8979572962506162,A
0.6581011357511358,A
0.695803880909733,A
0.052604169675991366,A
-0.5067596991762365,A
0.3790567405682941,A
0.266928328105029,A
-0.3114186271866473,A
-1.0175328246838231,A
-0.38293582052037045,A
1.9051060591808722,A
-0.45211045212704976,A
-0.500482864907638,A
-0.3238292901990876,A
-0.09668011692117653,A
0.49759263991078967,A
1.2265152948906004,A
1.206364606681873,A
-0.0999415192409708,A
1.6914127288305703,A
0.4624891780249638,A
-0.8456045320405742,A
-0.27064251222292557,A
-0.7000070736309225,A
-1.8409375015593556,A
-1.00072534447551,A
0.48964429524672043,A
-1.440243260516284,A
0.256407254907147,A
0.0600841800192938,A
-0.6134841997143905,A
1.513355562602832,A
1.768761927713769,A
-0.4104609512042852,A
-1.7598414708078574,A
-0.2935009358910739,A
1.7444938902938145,A
-1.879799739521006,A
-1.279061962075396,A
1.913777835539257,A
0.21446820038903447,A
-0.27397780370287544,A
1.2088837177290985,A
-0.13937892466312263,A
0.40155522056381093,A
-0.3528646087652264,A
1.1288765878225324,A
0.8925355088180169,A
-1.4333292394866552,A
-0.08424430198092024,A
0.25918472254995023,A
-1.164611442213168,A
-0.9592901516035771,A
0.9559744421753874,A
-1.4761886621528515,A
0.07737236102451162,A
-0.620821271502925,A
-0.08769350114921155,A
1.1246143547440577,A
-0.4175209700959628,A
-1.822396332112141,A
0.535195956215889,A
0.3802368267193205,A
0.1453861117366329,A
1.5439489323495101,A
1.2847459732239677,A
-0.48143162464701716,A
0.5444927059497824,A
-0.04600961358489409,A
0.4110791325690436,A
0.15146335503595737,A
1.141553170558465,A
1.1158507997262541,A
-1.6068646951231897,A
-1.408981811906724,A
1.8058824563580853,A
-0.3592234510289989,A
0.24876408984813772,A
0.1367176899117813,A
0.9434674373617243,A
1.3761686982542511,A
-0.3075693659638287,A
0.3379296346874385,A
-0.260900124715085,A
0.010306023467082794,A
-0.8369368938986192,A
0.5285391923559408,A
-0.3481492789723457,A
-0.9378203226970389,A
0.013043609283596444,A
-0.08690246290571524,A
-1.1556606972220964,A
-0.3122315179682377,A
-0.142265298642357,A
0.053398815920416356,A
-1.3389178118771987,A
1.7213671763365084,A
0.6965605723302529,A
-1.1893977164439617,A
-0.7729776520126838,A
0.7204644268949768,A
-1.553472132417006,A
0.4026110037067553,A
0.47725522181793195,A
1.7465277690438599,A
0.7136783201908729,A
0.2073343583192203,A
0.5518398197135178,A
0.7770321274205356,A
0.7516765598292816,A
0.7907884076933321,A
-0.5870975885806975,A
0.8930129864016458,A
-0.7287689999950228,A
0.35904749693456867,A
2.0636361424466836,A
0.06741100182099442,A
-0.6762008972783788,A
0.24330447442702516,A
0.5642568768577315,A
1.1905194277775517,A
0.6183647569356682,A
0.3536788205842949,A
0.03188545135733917,A
-1.3739945342288464,A
-2.4839919978789045,A
1.2625474859773156,A
0.6459266167277854,A
-0.4357502969876881,A
0.3507557507285991,A
0.5580590083570174,A
0.484256762831895,A
0.8835291782249014,A
-1.4961829393568082,A
0.5099801309803833,A
0.9060214034311224,A
-0.04709484532841806,A
0.2657985551880918,A
1.35145572602213,A
-0.4081484193256231,A
0.2318996719728059,A
-1.222933397904219,A
1.5242441370462412,A
0.38368838213245554,A
0.2449369891056423,A
0.5243246227197856,A
-1.194786531279805,A
0.3404543285128499,A
-1.0775990810430134,A
1.3488823403130454,A
0.3278629719568558,A
0.29543289901655256,A
1.402018010930051,A
1.610928609991637,A
0.18113583104024525,A
1.1925200132574123,A
1.455669139612332,A
1.7110179042558513,A
0.2937975947625617,A
-0.11854892639194725,A
0.05555651405314136,A
-0.7323039971270271,A
-0.9124936311572787,A
1.7705437057112925,A
1.046970796530717,A
-0.3489192418306469,A
-1.1298019349162174,A
1.3697936804280921,A
-2.364814912313315,A
-1.692960134078074,A
0.17970603962658335,A
-1.6912007532147302,A
0.37107241513925127,A
1.0167978819922683,A
0.4158708542565903,A
-0.5193375195005396,A
-1.389652486729095,A
-0.15348397638099148,A
-2.165928584745106,A
0.531843468880615,A
0.8543474662210806,A
-0.8654552511306687,A
-0.18752048867928908,A
2.503438821852858,A
0.4686622793407058,A
-0.1433602552096449,A
-0.1405373025492588,A
-1.6668271181817529,A
-1.4647932184851733,A
-0.6682596532819599,A
0.5553032081283628,A
0.6921100257447482,A
0.7744625055311343,A
1.3952313353534185,A
0.38293413434419993,A
0.24937175262222872,A
0.5713991716985499,A
-0.3084549734172448,A
1.626793576180642,A
-2.0626948074543807,A
0.38945020652685214,A
1.1287079558583182,A
0.35623279797384305,A
0.6665252848955605,A
0.5785897069195837,A
0.24237098195084716,A
0.7854673404125501,A
-1.8793826549697885,A
0.7242387890568858,A
-0.2627966418833666,A
2.2249987585258006,A
1.1498822424696145,A
-0.43884555630068184,A
-0.17714065335021492,A
-0.733998717276017,A
0.6284371766163328,A
-0.4073063845463316,A
0.35719759266489626,A
0.8908657355941167,A
-1.1663330027632028,A
-0.21494406388563303,A
-1.1662013210185491,A
0.02901058129565258,A
-0.3959087098926206,A
-0.8377631680830885,A
0.24859768818565656,A
-0.5526919286338472,A
-0.9317151102007847,A
-0.5142284900516503,A
-0.8461892326582807,A
1.0723942121256962,A
-0.25878303057100255,A
0.20446584145755808,A
0.36461162202237624,A
-0.5981060831355768,A
0.36300716450053644,A
-0.3360686172210195,A
1.2608880193619567,A
0.31663986923345405,A
1.1082163392557707,A
-0.13377930308265254,A
-0.8979215670937409,A
-1.8423990759139526,A
-0.9324903795496685,A
-0.9125719312575556,A
-1.862107898355226,A
-0.12379821639240919,A
0.44383095231976594,A
-0.3652788297402597,A
-0.8596933641403673,A
0.10417492869925513,A
0.9269104806120108,A
0.13460313878118654,A
-1.564732056519324,A
-0.27699290764640416,A
0.4579823065109439,A
0.12436432125832883,A
-0.6651178934070178,A
-0.47852144771449595,A
1.3435674408277576,A
-0.6254535927043208,A
-0.0841742721551877,A
-1.7747185856906846,A
0.31403687813424025,A
-1.2844162367447025,A
1.4007758011208402,A
-0.10202788575146746,A
0.4409140993082254,A
-0.3271167902639345,A
0.08525750217883366,A
0.16757786479304204,A
0.09451804731027046,A
0.015378441749527794,A
1.4080756661119582,A
0.9054741561877826,A
-0.33746284676186106,A
0.36725372284645724,A
-0.6215185055077126,A
-1.0323052519977167,A
0.8558764427321869,A
0.04542075151240172,A
-0.039262754658345514,A
0.23228257092145246,A
-0.4231094266206533,A
-0.6672574215208003,A
1.0485951424192579,A
-0.9899038658638619,A
0.6151521637955591,A
-0.3777010404814934,A
-1.2032857438278866,A
-0.447144367110811,A
-0.21808125923783012,A
2.4105049398560836,A
0.4406500421333432,A
0.6150321617320407,A
-0.8747068437466891,A
-0.10187695520088746,A
